Harga,Kelurahan,Kecamatan,Kota,Kamar Tidur,Luas Bangunan,Hak Guna,Harga per m2
"Rp11,7 M",Kec. Kebayoran Baru,Kota Jakarta Selatan,N/A,4 Kamar Tidur,Luas Bangunan 195m,N/A,Rp60 Jt/m²
"Rp16,5 M",Kec. Tanah Abang,Kota Jakarta Pusat,N/A,4 Kamar Tidur,Luas Bangunan 382m,Hak Guna Bangunan,"Rp43,2 Jt/m²"
Rp6 M,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,N/A,3 Kamar Tidur,Luas Bangunan 162m,Sertifikat Hak Milik,Rp37 Jt/m²
"Rp16,3 M",Kec. Kebayoran Baru,Kota Jakarta Selatan,N/A,4 Kamar Tidur,Luas Bangunan 264m,Hak Guna Bangunan,"Rp61,7 Jt/m²"
"Rp1,7 M",Kec. Cilandak,Kota Jakarta Selatan,N/A,1 Kamar Tidur,Luas Bangunan 31m,N/A,"Rp54,8 Jt/m²"
"Rp1,5 M",Kec. Jatinegara,Kota Jakarta Timur,N/A,1 Kamar Tidur,Luas Bangunan 47m,N/A,"Rp31,9 Jt/m²"
"Rp4,8 M",Kec. Cilandak,Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 86m,Sertifikat Hak Milik,"Rp56,7 Jt/m²"
"Rp3,5 M",Kec. Kebayoran Lama,Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 99m,Hak Guna Bangunan,"Rp35,4 Jt/m²"
"Rp3,5 M",Kec. Kebayoran Lama,Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 99m,Hak Guna Bangunan,"Rp35,4 Jt/m²"
Rp8 M,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,N/A,3 Kamar Tidur,Luas Bangunan 178m,Hak Guna Bangunan,"Rp44,9 Jt/m²"
"Rp10,5 M",Kec. Menteng,Kota Jakarta Pusat,N/A,4 Kamar Tidur,Luas Bangunan 261m,N/A,"Rp40,2 Jt/m²"
Rp6 M,Kel. Mampang Prapatan,Kec. Mampang Prapatan,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 173m,Strata,"Rp34,7 Jt/m²"
Rp6 M,Kel. Cipete Utara,Kec. Kebayoran Baru,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 173m,Sertifikat Hak Milik,"Rp34,7 Jt/m²"
Rp500 Jt,Kec. Pulogadung (Pulo Gadung),Kota Jakarta Timur,N/A,2 Kamar Tidur,Luas Bangunan 36m,N/A,"Rp13,9 Jt/m²"
"Rp5,7 M",Kel. Senayan,Kec. Kebayoran Baru,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 135m,Sertifikat Hak Milik,"Rp42,2 Jt/m²"
Rp435 Jt,Kel. Pondok Bambu,Kec. Duren Sawit,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 50m,N/A,"Rp8,7 Jt/m²"
"Rp7,5 M",Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 202m,Sertifikat Hak Milik,"Rp37,1 Jt/m²"
"Rp1,9 M",Kec. Kebayoran Lama,Kota Jakarta Selatan,N/A,Luas Bangunan 81m²,Hak Guna Bangunan,N/A,"Rp23,5 Jt/m²"
Rp6 M,Kec. Kebayoran Lama,Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 100m,Hak Guna Bangunan,Rp60 Jt/m²
"Rp7,9 M",Kec. Kelapa Gading,Kota Jakarta Utara,N/A,5 Kamar Tidur,Luas Bangunan 319m,N/A,"Rp24,8 Jt/m²"
"Rp4,2 M",Kec. Kebayoran Lama,Kota Jakarta Selatan,N/A,1 Kamar Tidur,Luas Bangunan 68m,N/A,"Rp61,8 Jt/m²"
"Rp4,9 M",Kec. Kebayoran Lama,Kota Jakarta Selatan,N/A,1 Kamar Tidur,Luas Bangunan 80m,N/A,"Rp61,3 Jt/m²"
"Rp3,3 M",Kec. Cilandak,Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 71m,N/A,"Rp46,5 Jt/m²"
"Rp1,5 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 76m,Hak Guna Bangunan,"Rp19,7 Jt/m²"
Rp385 Jt,Kel. Ancol,Kec. Pademangan,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 32m,Sertifikat Hak Milik,Rp12 Jt/m²
"Rp5,5 M",Kel. Setia Budi (Setiabudi),Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 236m,Sertifikat Hak Milik,"Rp23,3 Jt/m²"
"Rp2,3 M",Kel. Kebon Kacang,Kec. Tanah Abang,Kota Jakarta Pusat,4 Kamar Tidur,Luas Bangunan 83m,Strata,"Rp27,7 Jt/m²"
Rp390 Jt,Kel. Semanan,Kec. Kalideres,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 27m,N/A,"Rp14,4 Jt/m²"
Rp580 Jt,Kel. Gunung Sahari Selatan,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 49m,Sertifikat Hak Milik,"Rp11,8 Jt/m²"
"Rp3,4 M",Kel. Grogol Utara,Kec. Kebayoran Lama,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 140m,N/A,"Rp24,3 Jt/m²"
Rp7 M,Kel. Kramat Pela,Kec. Kebayoran Baru,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 127m,Sertifikat Hak Milik,"Rp55,1 Jt/m²"
Rp3 M,Kel. Meruya Utara (Ilir),Kec. Kembangan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 95m,Sertifikat Hak Milik,"Rp31,6 Jt/m²"
Rp2 M,Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 60m,Sertifikat Hak Milik,"Rp33,3 Jt/m²"
"Rp3,2 M",Kel. Karet Semanggi,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 75m,N/A,"Rp42,7 Jt/m²"
"Rp2,5 M",Kel. Ancol,Kec. Pademangan,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 126m,Hak Guna Bangunan,"Rp19,8 Jt/m²"
"Rp1,2 M",Kel. Cikini,Kec. Menteng,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 28m,Hak Guna Bangunan,"Rp42,9 Jt/m²"
"Rp4,8 M",Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 147m,N/A,"Rp32,7 Jt/m²"
"Rp3,6 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 120m,N/A,Rp30 Jt/m²
"Rp3,3 M",Kel. Karet Tengsin,Kec. Tanah Abang,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 120m,N/A,"Rp27,5 Jt/m²"
Rp3 M,Kel. Cilandak Barat,Kec. Cilandak,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 156m,N/A,"Rp19,2 Jt/m²"
Rp425 Jt,Kel. Sunter Jaya,Kec. Tanjung Priok,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 32m,Sertifikat Hak Milik,"Rp13,3 Jt/m²"
Rp480 Jt,Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 36m,Hak Guna Bangunan,"Rp13,3 Jt/m²"
"Rp1,7 M",Kel. Pluit,Kec. Penjaringan,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 63m,Hak Guna Bangunan,Rp27 Jt/m²
"Rp1,3 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 62m,Strata,"Rp21,8 Jt/m²"
Rp680 Jt,Kel. Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 52m,Strata,"Rp13,1 Jt/m²"
"Rp3,7 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 117m,N/A,"Rp31,6 Jt/m²"
Rp415 Jt,Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 33m,N/A,"Rp12,6 Jt/m²"
Rp2 M,Kel. Bangka,Kec. Mampang Prapatan,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 73m,Sertifikat Hak Milik,"Rp28,1 Jt/m²"
Rp950 Jt,Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 27m,Sertifikat Hak Milik,"Rp35,2 Jt/m²"
"Rp4,8 M",Kel. Grogol Selatan,Kec. Kebayoran Lama,Kota Jakarta Selatan,5 Kamar Tidur,Luas Bangunan 225m,N/A,"Rp21,3 Jt/m²"
"Rp1,1 M",Kel. Penjaringan,Kec. Penjaringan,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 112m,Hak Guna Bangunan,"Rp9,8 Jt/m²"
Rp8 M,Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 188m,Strata,"Rp42,6 Jt/m²"
Rp580 Jt,Kel. Kalibata,Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 35m,Hak Guna Bangunan,"Rp16,6 Jt/m²"
Rp365 Jt,Kel. Kalideres,Kec. Kalideres,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 36m,Strata,"Rp10,1 Jt/m²"
"Rp1,1 M",Kel. Semanan,Kec. Kalideres,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 48m,Girik,"Rp22,9 Jt/m²"
"Rp4,2 M",Kel. Pademangan Barat,Kec. Pademangan,Kota Jakarta Utara,3 Kamar Tidur,Luas Bangunan 141m,Girik,"Rp29,8 Jt/m²"
Rp350 Jt,Kel. Pondok Bambu,Kec. Duren Sawit,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 32m,Hak Guna Bangunan,"Rp10,9 Jt/m²"
"Rp1,3 M",Kel. Pademangan Timur,Kec. Pademangan,Kota Jakarta Utara,1 Kamar Tidur,Luas Bangunan 35m,Strata,"Rp37,1 Jt/m²"
Rp579 Jt,Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 31m,Strata,"Rp18,7 Jt/m²"
"Rp1,2 M",Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 64m,Strata,"Rp20,2 Jt/m²"
"Rp2,6 M",Kel. Pancoran,Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 102m,Sertifikat Hak Milik,Rp26 Jt/m²
Rp800 Jt,Kel. Pegadungan,Kec. Kalideres,Kota Jakarta Barat,3 Kamar Tidur,Luas Bangunan 74m,Hak Guna Bangunan,"Rp10,8 Jt/m²"
Rp515 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,N/A,"Rp15,1 Jt/m²"
"Rp2,1 M",Kel. Kebayoran Lama Selatan,Kec. Kebayoran Lama,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 122m,Sertifikat Hak Milik,"Rp17,2 Jt/m²"
Rp790 Jt,Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 37m,Hak Guna Bangunan,"Rp21,4 Jt/m²"
Rp2 M,Kel. Pejaten Barat,Kec. Pasar Minggu,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 52m,Sertifikat Hak Milik,"Rp38,5 Jt/m²"
Rp650 Jt,Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 35m,Sertifikat Hak Milik,"Rp18,6 Jt/m²"
Rp550 Jt,Kel. Pengadegan,Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 46m,N/A,Rp12 Jt/m²
Rp355 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 21m,N/A,"Rp16,9 Jt/m²"
"Rp1,2 M",Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 42m,N/A,"Rp28,6 Jt/m²"
Rp650 Jt,Kel. Cawang,Kec. Kramatjati (Kramat Jati),Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 28m,N/A,"Rp23,2 Jt/m²"
Rp900 Jt,Kel. Ragunan,Kec. Pasar Minggu,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 49m,N/A,"Rp18,4 Jt/m²"
Rp625 Jt,Kel. Pasar Baru,Kec. Sawah Besar,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 37m,N/A,"Rp16,9 Jt/m²"
Rp275 Jt,Kel. Pesanggrahan,Kec. Pesanggrahan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 33m,Sertifikat Hak Milik,"Rp8,3 Jt/m²"
"Rp3,1 M",Kel. Grogol Utara,Kec. Kebayoran Lama,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 98m,Sertifikat Hak Milik,"Rp31,6 Jt/m²"
"Rp2,3 M",Kel. Grogol Utara,Kec. Kebayoran Lama,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 61m,Sertifikat Hak Milik,"Rp37,7 Jt/m²"
"Rp1,5 M",Kel. Tomang,Kec. Grogol Petamburan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 118m,Sertifikat Hak Milik,"Rp12,7 Jt/m²"
Rp600 Jt,Kel. Pondok Bambu,Kec. Duren Sawit,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 36m,Hak Guna Bangunan,"Rp16,7 Jt/m²"
"Rp1,1 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 44m,Sertifikat Hak Milik,Rp25 Jt/m²
"Rp1,4 M",Kel. Gunung Sahari Selatan,Kec. Kemayoran,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 97m,N/A,"Rp14,4 Jt/m²"
Rp950 Jt,Kel. Tanjung Duren Selatan,Kec. Grogol Petamburan,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 26m,N/A,"Rp36,5 Jt/m²"
Rp680 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 48m,N/A,"Rp14,2 Jt/m²"
Rp380 Jt,Kel. Kebagusan,Kec. Pasar Minggu,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 22m,Strata,"Rp17,3 Jt/m²"
"Rp2,5 M",Kel. Cikini,Kec. Menteng,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 58m,Strata,"Rp43,1 Jt/m²"
Rp425 Jt,Kel. Rawasari,Kec. Cempaka Putih,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 33m,Strata,"Rp12,9 Jt/m²"
"Rp2,4 M",Kel. Petamburan,Kec. Tanah Abang,Kota Jakarta Pusat,3 Kamar Tidur,Luas Bangunan 117m,Strata,"Rp20,5 Jt/m²"
"Rp4,8 M",Kel. Grogol Selatan,Kec. Kebayoran Lama,Kota Jakarta Selatan,4 Kamar Tidur,Luas Bangunan 225m,Strata,"Rp21,3 Jt/m²"
Rp800 Jt,Kel. Cipinang Cempedak,Kec. Jatinegara,Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 32m,Strata,Rp25 Jt/m²
"Rp3,1 M",Kel. Grogol Utara,Kec. Kebayoran Lama,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 99m,Sertifikat Hak Milik,"Rp31,3 Jt/m²"
"Rp2,8 M",Kec. Tebet,Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 76m,Sertifikat Hak Milik,"Rp37,5 Jt/m²"
"Rp1,2 M",Kel. Kuningan Barat,Kec. Mampang Prapatan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 80m,Strata,"Rp15,6 Jt/m²"
"Rp2,5 M",Kel. Kebon Kacang,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 77m,Sertifikat Hak Milik,"Rp32,5 Jt/m²"
"Rp4,5 M",Kel. Bangka,Kec. Mampang Prapatan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 146m,Sertifikat Hak Milik,"Rp30,8 Jt/m²"
Rp450 Jt,Kel. Rawasari,Kec. Cempaka Putih,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 33m,N/A,"Rp13,6 Jt/m²"
Rp12 M,Kel. Grogol Utara,Kec. Kebayoran Lama,Kota Jakarta Selatan,5 Kamar Tidur,Luas Bangunan 440m,N/A,"Rp27,3 Jt/m²"
"Rp2,5 M",Kel. Pancoran,Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 88m,N/A,"Rp28,4 Jt/m²"
Rp900 Jt,Kel. Pasar Minggu,Kec. Pasar Minggu,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 49m,N/A,"Rp18,4 Jt/m²"
Rp320 Jt,Kel. Jagakarsa,Kec. Jagakarsa,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 28m,Strata,"Rp11,4 Jt/m²"
Rp300 Jt,Kel. Pondok Bambu,Kec. Duren Sawit,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 35m,Sertifikat Hak Milik,"Rp8,6 Jt/m²"
"Rp1,5 M",Kel. Kwitang,Kec. Senen,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 37m,Strata,"Rp40,5 Jt/m²"
Rp600 Jt,Kel. Rawa Buaya,Kec. Cengkareng,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 26m,N/A,"Rp23,1 Jt/m²"
"Rp1,7 M",Kel. Menteng Dalam,Kec. Tebet,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 78m,Sertifikat Hak Milik,"Rp22,4 Jt/m²"
Rp2 M,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,N/A,1 Kamar Tidur,Luas Bangunan 64m,N/A,"Rp31,3 Jt/m²"
"Rp2,1 M",Kec. Tanah Abang,Kota Jakarta Pusat,N/A,2 Kamar Tidur,Luas Bangunan 54m,N/A,"Rp38,9 Jt/m²"
"Rp2,2 M",Kel. Bangka,Kec. Mampang Prapatan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 73m,N/A,"Rp30,1 Jt/m²"
"Rp2,9 M",Kel. Bangka,Kec. Mampang Prapatan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 75m,Strata,"Rp38,7 Jt/m²"
"Rp1,1 M",Kel. Cikini,Kec. Menteng,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 33m,Strata,"Rp34,8 Jt/m²"
"Rp1,8 M",Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 120m,N/A,Rp15 Jt/m²
Rp4 M,Kel. Karet Kuningan,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 156m,N/A,"Rp25,6 Jt/m²"
Rp445 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,N/A,"Rp13,1 Jt/m²"
Rp800 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 40m,Sertifikat Hak Milik,Rp20 Jt/m²
"Rp3,5 M",Kel. Cilandak Timur,Kec. Pasar Minggu,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 108m,Sertifikat Hak Milik,"Rp32,4 Jt/m²"
"Rp1,8 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 65m,Sertifikat Hak Milik,"Rp28,5 Jt/m²"
Rp390 Jt,Kel. Kayu Putih,Kec. Pulogadung (Pulo Gadung),Kota Jakarta Timur,1 Kamar Tidur,Luas Bangunan 21m,Sertifikat Hak Milik,"Rp18,6 Jt/m²"
"Rp7,7 M",Kel. Pondok Pinang,Kec. Kebayoran Lama,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 132m,N/A,"Rp58,7 Jt/m²"
"Rp962,5 Jt",Kel. Gandaria Selatan,Kec. Cilandak,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 30m,N/A,"Rp32,1 Jt/m²"
Rp625 Jt,Kel. Pesanggrahan,Kec. Pesanggrahan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 36m,Hak Guna Bangunan,"Rp17,4 Jt/m²"
Rp550 Jt,Kel. Kemayoran,Kec. Kemayoran,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 49m,N/A,"Rp11,2 Jt/m²"
"Rp1,4 M",Kec. Pancoran,Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 135m,N/A,"Rp10,4 Jt/m²"
"Rp1,4 M",Kec. Mampang Prapatan,Kota Jakarta Selatan,N/A,1 Kamar Tidur,Luas Bangunan 38m,Sertifikat Hak Milik,"Rp38,2 Jt/m²"
"Rp2,7 M",Kec. Cempaka Putih,Kota Jakarta Pusat,N/A,2 Kamar Tidur,Luas Bangunan 119m,Strata,"Rp22,7 Jt/m²"
Rp250 Jt,Kel. Duri Kosambi,Kec. Cengkareng,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 37m,N/A,"Rp6,8 Jt/m²"
Rp650 Jt,Kel. Kayu Putih,Kec. Pulogadung (Pulo Gadung),Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 45m,N/A,"Rp14,4 Jt/m²"
Rp380 Jt,Kel. Rawasari,Kec. Cempaka Putih,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 33m,N/A,"Rp11,5 Jt/m²"
"Rp1,4 M",Kel. Kebon Melati,Kec. Tanah Abang,Kota Jakarta Pusat,1 Kamar Tidur,Luas Bangunan 40m,Sertifikat Hak Milik,Rp35 Jt/m²
Rp385 Jt,Kel. Pesanggrahan,Kec. Pesanggrahan,Kota Jakarta Selatan,1 Kamar Tidur,Luas Bangunan 22m,N/A,"Rp17,5 Jt/m²"
Rp400 Jt,Kel. Cipinang Besar Selatan,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 34m,N/A,"Rp11,8 Jt/m²"
Rp575 Jt,Kel. Tegal Alur,Kec. Kalideres,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 22m,Girik,"Rp26,1 Jt/m²"
Rp4 M,Kel. Setia Budi (Setiabudi),Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 154m,Sertifikat Hak Milik,Rp26 Jt/m²
Rp650 Jt,Kel. Sunter Agung,Kec. Tanjung Priok,Kota Jakarta Utara,2 Kamar Tidur,Luas Bangunan 43m,Strata,"Rp15,1 Jt/m²"
"Rp1,8 M",Kec. Kebayoran Baru,Kota Jakarta Selatan,N/A,1 Kamar Tidur,Luas Bangunan 75m,Hak Guna Bangunan,"Rp24,7 Jt/m²"
Rp800 Jt,Kec. Kramatjati (Kramat Jati),Kota Jakarta Timur,N/A,1 Kamar Tidur,Luas Bangunan 25m,N/A,Rp32 Jt/m²
"Rp1,7 M",Kec. Pademangan,Kota Jakarta Utara,N/A,2 Kamar Tidur,Luas Bangunan 51m,N/A,"Rp33,3 Jt/m²"
Rp3 M,Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 120m,Hak Guna Bangunan,Rp25 Jt/m²
Rp14 M,Kec. Pancoran,Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 135m,N/A,Rp104 Jt/m²
"Rp2,5 M",Kec. Kebayoran Lama,Kota Jakarta Selatan,N/A,1 Kamar Tidur,Luas Bangunan 69m,N/A,"Rp36,2 Jt/m²"
"Rp2,3 M",Kec. Pademangan,Kota Jakarta Utara,N/A,2 Kamar Tidur,Luas Bangunan 85m,Sertifikat Hak Milik,"Rp27,1 Jt/m²"
"Rp1,5 M",Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 62m,Sertifikat Hak Milik,"Rp24,2 Jt/m²"
Rp5 M,Kec. Grogol Petamburan,Kota Jakarta Barat,N/A,3 Kamar Tidur,Luas Bangunan 106m,Sertifikat Hak Milik,"Rp47,2 Jt/m²"
"Rp9,4 M",Kec. Kebayoran Lama,Kota Jakarta Selatan,N/A,3 Kamar Tidur,Luas Bangunan 148m,Sertifikat Hak Milik,"Rp63,9 Jt/m²"
"Rp18,8 M",Kec. Setiabudi (Setia Budi),Kota Jakarta Selatan,N/A,3 Kamar Tidur,Luas Bangunan 230m,Sertifikat Hak Milik,"Rp81,7 Jt/m²"
Rp350 Jt,Kel. Kalibata,Kec. Pancoran,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 28m,Hak Guna Bangunan,"Rp12,5 Jt/m²"
Rp600 Jt,Kel. Rawa Buaya,Kec. Cengkareng,Kota Jakarta Barat,1 Kamar Tidur,Luas Bangunan 26m,Sertifikat Hak Milik,"Rp23,1 Jt/m²"
"Rp2,1 M",Kel. Pejaten Barat,Kec. Pasar Minggu,Kota Jakarta Selatan,3 Kamar Tidur,Luas Bangunan 73m,Sertifikat Hak Milik,"Rp28,8 Jt/m²"
Rp390 Jt,Kel. Pulo Gebang,Kec. Cakung,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 36m,Sertifikat Hak Milik,"Rp10,8 Jt/m²"
"Rp2,1 M",Kec. Mampang Prapatan,Kota Jakarta Selatan,N/A,2 Kamar Tidur,Luas Bangunan 73m,Hak Guna Bangunan,"Rp28,8 Jt/m²"
"Rp1,1 M",Kel. Taman Sari,Kec. Taman Sari,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 47m,Strata,"Rp23,4 Jt/m²"
Rp529 Jt,Kel. Bintaro,Kec. Pesanggrahan,Kota Jakarta Selatan,2 Kamar Tidur,Luas Bangunan 36m,N/A,"Rp14,7 Jt/m²"
"Rp2,5 M",Kel. Menteng,Kec. Menteng,Kota Jakarta Pusat,2 Kamar Tidur,Luas Bangunan 58m,N/A,"Rp43,1 Jt/m²"
"Rp2,1 M",Kec. Cempaka Putih,Kota Jakarta Pusat,N/A,3 Kamar Tidur,Luas Bangunan 109m,Strata,"Rp20,2 Jt/m²"
Rp950 Jt,Kel. Cipinang Cempedak,Kec. Jatinegara,Kota Jakarta Timur,2 Kamar Tidur,Luas Bangunan 56m,Strata,Rp17 Jt/m²
Rp750 Jt,Kel. Kembangan Selatan,Kec. Kembangan,Kota Jakarta Barat,2 Kamar Tidur,Luas Bangunan 72m,N/A,"Rp10,4 Jt/m²"
